gene,chronos_hct116,pan_essentiality,E,D,L,R,halflife_h,F,ZC,Zc_dev,CRA,CR,is_mito,E_n,D_n,L_n,R_n,F_n,Zc_n,score,rank
ITGB4,-0.0611823569137859,0.0024834437086092,0.06103041397443048,0.1168342857142857,13.0,20.0,,0.0,-0.0699046754425783,0.04643770941766824,13.0,20.0,False,0.014176409609943147,0.0738799351965161,0.43333333333333335,1.0,0.0,0.11599933930945974,0.24721687040741078,36
OGT,-1.5857129865738435,0.995860927152318,0.00656338156694453,0.0964,28.0,11.539,17.3,0.0,-0.1261538461538461,0.009811461293599541,28.0,11.539,False,0.0015245707747999003,0.056163019406364444,0.9333333333333333,0.57695,0.0,0.024493046550093753,0.24507342938185397,37
PBRM1,-0.1312279999269279,0.0678807947019867,0.12232013900473579,0.0510514285714285,16.0,20.0,,0.0,-0.1271067415730337,0.010764356712787151,16.0,20.0,False,0.028413053118119536,0.016844942306072575,0.5333333333333333,1.0,0.0,0.0268737415888504,0.24492108570670015,38
PIAS4,-0.1447492102692929,0.0306291390728476,0.14031566657726988,0.1070514285714285,2.0,20.0,7.78,1.0,-0.1587174348697394,0.04237505000949286,2.0,20.0,False,0.032593132416322425,0.0653980113059289,0.06666666666666667,1.0,1.0,0.10584927152400755,0.24468980669287577,39
CASP8,0.2288355837884712,0.0008278145695364,0.22864615035818273,0.0578514285714285,14.0,20.0,,0.0,-0.1362330734509643,0.015239051986418867,14.0,20.0,True,0.05311092080372039,0.022740672113197986,0.4666666666666667,1.0,0.0,0.038053231618265106,0.24465813945598877,40
CNBP,-0.0874845968176602,0.0298013245033112,0.08487743995885576,0.10328,30.0,4.94562,,0.0,0.14321608040201,0.25955846526225657,34.0,4.94562,False,0.019715700372018058,0.06212811074063251,1.0,0.247281,0.0,0.6484560138602097,0.24406809402680563,41
MYLPF,,,0.0,0.962051282051282,0.0,0.0,,0.0,-0.1264916467780429,0.010149261917796346,0.0,0.0,False,0.0,0.8066992056072569,0.0,0.0,0.0,0.02533700093786891,0.24327661172907053,42
MYO1D,-0.5096314607165773,0.0024834437086092,0.5083658196717514,0.0819085714285714,7.0,20.0,,0.0,-0.1707177033492823,0.05437531848903575,7.0,20.0,False,0.11808542040007511,0.04359867420395263,0.23333333333333334,1.0,0.0,0.1358305045719657,0.24029675360980657,43
FARSB,-2.9685628181459207,0.9991721854304636,0.0024574195514452286,0.0410057142857142,15.0,20.0,,0.0,-0.2120805369127516,0.09573815205250506,15.0,20.0,False,0.0005708200858569616,0.00813511625487385,0.5,1.0,0.0,0.23917058856294623,0.23957031033036655,44
ANKRD17,-0.1928320778073848,0.1332781456953642,0.16713177604663235,0.0573828571428571,30.0,8.76884,23.82,0.0,-0.0742934506684718,0.042048934191774745,36.0,8.76884,False,0.03882209478485607,0.022334411739933908,1.0,0.43844200000000005,0.0,0.10503451022526661,0.2393649774687003,45
NR3C1,0.2586913040489063,0.0091059602649006,0.2563356713133616,0.1399653179190751,30.0,5.41658,,0.0,-0.1195623165198825,0.0032199316596359523,43.0,5.41658,False,0.05954276298536083,0.09393498167289178,1.0,0.270829,0.0,0.008024899488611311,0.23706891837190633,46
DNA2,-2.6366703479204827,0.0637417218543046,2.468604439981843,0.1742971428571428,1.0,2.32761,9.14,0.0,-0.1881298992161254,0.03665777377874224,1.0,2.32761,True,0.5734181603416445,0.12370132926412372,0.03333333333333333,0.1163805,0.0,0.09156534184644292,0.2361711889740526,47
BAZ1A,-0.066730948022581,0.0223509933774834,0.06523944504525511,0.0915085714285714,13.0,19.7193,,0.0,-0.0948961272121056,0.021446257648140954,13.0,19.7193,False,0.015154101626680683,0.051922057461070856,0.43333333333333335,0.985965,0.0,0.05356119128082958,0.23569565729036696,48
DHX30,0.0264217244117203,0.1456953642384106,0.022572201649747808,0.0522285714285714,30.0,10.4471,,0.0,-0.153147088522383,0.001674963084999842,35.0,10.4471,True,0.00524316902911923,0.01786554763402878,1.0,0.522355,0.0,0.004164980607054642,0.23549411402929712,49
PTPRS,0.1998833239099065,0.0,0.1998833239099065,0.1661828571428571,24.0,2.05013,7.93,1.0,-0.122567287784679,0.006224902924432452,24.0,2.05013,False,0.04642976656083251,0.11666608865394049,0.8,0.10250649999999999,1.0,0.015532460169096452,0.2350813545728867,50
EEF1A1,-1.801745072371604,0.3129139072847682,1.2379539818447278,0.1373938679245283,5.0,11.7551,,0.0,-0.1798657718120805,0.06352338695183395,5.0,11.7551,False,0.2875573272736391,0.09170548544048265,0.16666666666666666,0.587755,0.0,0.15868585759922366,0.2348763866941977,51
UBA1,-2.429452806703462,0.9991721854304636,0.0020111364293902262,0.0575314285714285,15.0,20.0,,0.0,-0.1288600838734273,0.012517699013180741,15.0,20.0,False,0.00046715550408128135,0.022463226004627378,0.5,1.0,0.0,0.031254257259025274,0.23344182731556384,52
HDLBP,-0.035828186336851,0.0165562913907284,0.035235004443856785,0.0565828571428571,14.0,20.0,28.85,0.0,-0.1466237942122186,0.030281409351972058,14.0,20.0,False,0.008184539856038918,0.021640796468507393,0.4666666666666667,1.0,0.0,0.0756347592762612,0.23272933886117694,53
GSPT1,-2.7254182929603603,0.9784768211920528,0.05865966524583602,0.0436914285714285,14.0,20.0,,0.0,-0.1577669902912621,0.041424605431015546,14.0,20.0,False,0.013625721799224905,0.010463681808948603,0.4666666666666667,1.0,0.0,0.10347469961713116,0.2324005560633086,54
ANLN,-0.3882432749166761,0.5231788079470199,0.18512262115232236,0.2017942857142857,19.0,3.36826,3.48,1.0,-0.0872169193337076,0.029125465526538954,19.0,3.36826,False,0.04300108641932471,0.1475418770220124,0.6333333333333333,0.16841299999999998,1.0,0.07274677212166229,0.23106217763848425,55
SP100,-0.0550321043240864,0.0,0.0550321043240864,0.1522971428571428,14.0,15.6444,,0.0,-0.0498960498960499,0.06644633496419665,14.0,15.6444,False,0.012783096194009596,0.10462690929989446,0.4666666666666667,0.7822199999999999,0.0,0.16598849301068158,0.23085542629870526,56
PDHA1,0.0605097779264978,0.0347682119205298,0.05840596114428513,0.0555542857142857,13.0,20.0,,0.0,-0.1084781463928383,0.04299397904454487,13.0,20.0,True,0.013566790308692745,0.02074900540524475,0.43333333333333335,1.0,0.0,0.10739559156440293,0.23066451829240142,57
PHIP,-0.4776793148973131,0.0447019867549668,0.4563261004896518,0.0492914285714285,8.0,20.0,,0.0,-0.0898950855880728,0.02644729927217375,8.0,20.0,False,0.10599740842262162,0.015318988708934236,0.26666666666666666,1.0,0.0,0.06605569460534001,0.22969770386973373,58
SBSN,-0.0394520934652166,0.0016556291390728,0.03938677542967817,0.7977731092436975,0.0,0.0,,0.0,0.0871241326137239,0.20346651747397043,0.0,0.0,False,0.009148931251554282,0.6642668938305254,0.0,0.0,0.0,0.5083170026688062,0.2274405976580642,59
RPL6,-3.717588075948562,0.3153973509933774,2.545070644709819,0.0880342857142857,1.0,1.63992,,0.0,-0.2586323628977657,0.14228997803751914,1.0,1.63992,False,0.5911800624646699,0.04890978542516142,0.03333333333333333,0.081996,0.0,0.3554747484276982,0.2271000917883343,60
PFAS,-0.5232636526171546,0.3460264900662251,0.3422005675228081,0.0545086705202312,9.0,20.0,,0.0,-0.1009059668853483,0.015436417974898253,9.0,20.0,False,0.07948783398373803,0.01984243707195499,0.3,1.0,0.0,0.03854632689412734,0.22672639766141425,61
HNRNPA3,-0.0657516468562896,0.0049668874172185,0.06542506582885771,0.0556571428571428,8.0,20.0,,0.0,0.088235294117647,0.20457767897789353,8.0,20.0,False,0.01519721842843745,0.02083818451157098,0.26666666666666666,1.0,0.0,0.5110931065584674,0.2263652762099259,62
NDOR1,-0.9646955417990198,0.9048013245033112,0.09183773783682729,0.1116542288557214,9.0,20.0,,0.0,-0.1490848585690515,0.03274247370880494,9.0,20.0,False,0.021332468591330523,0.06938872701656876,0.3,1.0,0.0,0.0817834337125052,0.22630553036799503,63
ZNFX1,0.0295195788753603,0.0314569536423841,0.02859098285113539,0.0606514285714285,3.0,20.0,3.42,1.0,-0.1027717222049205,0.013570662655326055,3.0,20.0,False,0.006641237665836065,0.025168325563190805,0.1,1.0,1.0,0.03388496076370119,0.2262371170068931,64
EWSR1,-1.0531763195571804,0.9867549668874172,0.01394935522592299,0.1259037711313393,5.0,20.0,,0.0,0.0890106128038343,0.20535299766408083,5.0,20.0,False,0.0032402168132127716,0.08174335218307671,0.16666666666666666,1.0,0.0,0.5130301474052321,0.22614657806914845,65
PARP14,-0.1891030735425725,0.0,0.1891030735425725,0.0732685714285714,30.0,6.00162,,0.0,-0.1685442898166556,0.05220190495640904,30.0,6.00162,False,0.04392568318743289,0.03610762927254623,1.0,0.300081,0.0,0.13040049125665115,0.2255421683008263,66
BRD7,-0.2450437114959078,0.1721854304635761,0.20285075454959256,0.1398123324396783,6.0,20.0,,0.0,-0.0925178515988823,0.023824533261364245,6.0,20.0,False,0.047119054237218086,0.09380234034187163,0.2,1.0,0.0,0.059503027960056874,0.22525156977172975,67
ITGA6,-0.1151477218026988,0.009933774834437,0.1140038702616124,0.0715771428571428,11.0,20.0,,0.0,-0.1255334281650071,0.009191043304760546,11.0,20.0,False,0.02648131409733757,0.0346411284129587,0.36666666666666664,1.0,0.0,0.02294300653705265,0.2244838830799415,68
ACTN1,-0.1216334838834776,0.0149006622516556,0.1198210644216377,0.0668114285714285,11.0,20.0,,0.0,-0.1007922535211267,0.015550131339119852,11.0,20.0,False,0.027832557220604577,0.030509163153174996,0.36666666666666664,1.0,0.0,0.038830426110674617,0.2244440374176676,69
RALGAPB,-0.0411779998826299,0.0223509933774834,0.04025763067995523,0.0539542857142857,12.0,20.0,,0.0,-0.1601615074024226,0.043819122542176056,12.0,20.0,False,0.009351217291168392,0.01936177486239171,0.4,1.0,0.0,0.10945711373306612,0.22408675333272135,70
SYNE2,0.0705652186970312,0.0008278145695364,0.07050680378089128,0.0754857142857143,30.0,7.2529,,0.0,-0.1382090576395242,0.02186667277927766,65.0,7.2529,False,0.01637762658966349,0.038029934453356895,1.0,0.362645,0.0,0.05461154811617746,0.22344959571871498,71
SCAF11,-0.0186176992760625,0.0447019867549668,0.017785451129616,0.0611542857142857,10.0,20.0,23.25,0.0,-0.0025692263773908,0.11377315848285574,10.0,20.0,False,0.004131281829690641,0.025604312305230383,0.3333333333333333,1.0,0.0,0.2842288913610486,0.22313212280852873,72
MGA,-0.3840523450068951,0.037251655629139,0.369745759307135,0.1493084112149532,3.0,20.0,13.9,0.0,-0.1024553724095479,0.01388701245069865,3.0,20.0,False,0.08588615075875877,0.10203562191337151,0.1,1.0,0.0,0.03467532282567574,0.22311029794292286,73
ATRX,-0.4738108416317623,0.1051324503311258,0.4239979468575621,0.0506285714285714,30.0,4.15032,,0.0,-0.0579470198675496,0.05839536499269695,39.0,4.15032,False,0.09848808449744417,0.01647831709117574,1.0,0.20751599999999998,0.0,0.14587410912092716,0.22291102593263232,74
RRN3,-2.657111110709024,0.314569536423841,1.8212649003866492,0.1133028571428571,0.0,2.0874,2.87,1.0,-0.1890844020280346,0.07274201716778804,0.0,2.0874,False,0.42305132072200363,0.07081811921264758,0.0,0.10437,1.0,0.18171750071276144,0.22290220701603342,75
CCND3,-0.1989260089939577,0.1697019867549669,0.16516787005044667,0.2317482517482517,1.0,20.0,,0.0,-0.1499649614576033,0.03362257659735675,1.0,20.0,False,0.03836591017091889,0.17351253737319997,0.03333333333333333,1.0,0.0,0.0839822653347172,0.22276264752997152,76
TRIM28,-0.3226883030345864,0.1796357615894039,0.2647219439629761,0.0757371428571428,7.0,20.0,23.05,0.0,-0.0546361964801681,0.06170618838007845,7.0,20.0,False,0.06149076281756592,0.038247927824376596,0.23333333333333334,1.0,0.0,0.15414580468564973,0.22262889742686523,77
DENND4C,-0.1698404693680308,0.0124172185430463,0.1677315231424344,0.0559314285714285,10.0,20.0,,0.0,-0.1477874232479356,0.03144503838768904,10.0,20.0,False,0.03896140664493989,0.021075995461774345,0.3333333333333333,1.0,0.0,0.07854194700799191,0.22193831798241384,78
PML,0.0734368328909522,0.0008278145695364,0.07337604081074446,0.0982514285714285,9.0,20.0,,0.0,-0.0806223479490806,0.035720036911165945,9.0,20.0,False,0.01704410542790727,0.05776824332023719,0.3,1.0,0.0,0.0892225186327461,0.22190483055608065,79
ABCF1,-1.4939079926171808,0.97682119205298,0.03462700645139179,0.1008804204993429,10.0,20.0,,0.0,-0.1214285714285714,0.005086186568324852,10.0,20.0,False,0.008043311441845002,0.06004762950731029,0.3333333333333333,1.0,0.0,0.01268751378258993,0.22106165797387606,80
POF1B,-0.0283534484955559,0.0,0.0283534484955559,0.7647115384615385,4.0,0.0,,0.0,-0.0516304347826086,0.06471195007763794,4.0,0.0,False,0.00658606215412252,0.6356018808407076,0.13333333333333333,0.0,0.0,0.1616553401676917,0.2207391499068336,81
TM7SF2,-0.2981525853212519,0.1117549668874172,0.26483255302127756,0.2006455696202531,3.0,16.6378,,0.0,-0.2645161290322581,0.1481737441720115,3.0,16.6378,False,0.061516455569997665,0.14654591824031937,0.1,0.8318899999999999,0.0,0.3701746331826616,0.22071094380222817,82
BTAF1,-0.4042407346983506,0.3518211920529801,0.2620202775404044,0.0368342857142857,9.0,20.0,,0.0,-0.1642818132168214,0.047939428356574845,9.0,20.0,False,0.06086320800773205,0.004518408053864207,0.3,1.0,0.0,0.11975120415787073,0.2206020450263724,83
MAP7D1,-0.0027792115902523,0.0033112582781456,0.0027700089028673586,0.0820342857142857,9.0,20.0,19.82,0.0,-0.0192356365477094,0.09710674831253716,9.0,20.0,False,0.000643429697964839,0.04370767088946252,0.3,1.0,0.0,0.24258986234757318,0.22043482329360686,84
BIRC6,-0.4103081245839031,0.2740066225165563,0.2978809811755654,0.0574057142857142,22.0,10.6116,,0.0,-0.1403478707908491,0.024005485930602546,22.0,10.6116,False,0.06919308798930665,0.022354229319117486,0.7333333333333333,0.5305799999999999,0.0,0.05995511652426959,0.2200489510187407,85
PPIG,-0.1524513754204152,0.0016556291390728,0.15219897248097744,0.0593485714285714,6.0,20.0,,0.0,0.0611968589222853,0.17753924378253183,6.0,20.0,False,0.03535343832022459,0.0240387235497248,0.2,1.0,0.0,0.44354081568879417,0.21999468934542454,86
SAMM50,-1.119662234243358,0.5827814569536424,0.46714384607504345,0.0500342857142857,6.0,20.0,,0.0,-0.1303602058319039,0.021111919605479257,6.0,20.0,True,0.10851020134811148,0.015963060032401766,0.2,1.0,0.0,0.05272588773816915,0.21997827280106244,87
FLNA,0.0937166223879237,0.0,0.0937166223879237,0.0995968790637191,30.0,5.84915,,0.0,-0.1076066790352504,0.008735705824996151,40.0,5.84915,False,0.021768904054758585,0.05893477458073854,1.0,0.2924575,0.0,0.021805400397693485,0.2191699986105338,88
PGK1,-1.0985900757327332,0.8658940397350994,0.14732747704362809,0.0687542857142857,8.0,20.0,,0.0,-0.1891755184623166,0.07283313360207004,8.0,1075.86,False,0.03422186620338188,0.032193657383782305,0.26666666666666666,1.0,0.0,0.1819451442071853,0.2190219142865085,89
TIMM17A,-2.185464797568126,0.1846026490066225,1.7820222066263278,0.1279421965317919,0.0,2.0484,3.11,1.0,-0.1175,0.03397212543738318,0.0,2.0484,True,0.41393585738634686,0.08351070591734876,0.0,0.10242,1.0,0.08485557123219284,0.2188397475527183,90
CLUH,-0.1133126391148281,0.0678807947019867,0.10562088712193414,0.0921028571428571,9.0,20.0,,0.0,-0.1186623516720604,0.002319966811813859,9.0,20.0,False,0.024534078366786633,0.052437314519844826,0.3,1.0,0.0,0.005776445140817239,0.21838024012303028,91
TCOF1,-0.3899318973532863,0.5504966887417219,0.1752756790255252,0.0581257142857142,8.0,20.0,,0.0,-0.0439115540330115,0.07243083082723505,8.0,20.0,False,0.040713795937346885,0.02297848306340135,0.26666666666666666,1.0,0.0,0.18094003892402186,0.21815468564642557,92
PPP2R2A,-0.6785130064101624,0.1978476821192053,0.5442707808041782,0.0514057142857142,4.0,20.0,27.48,0.0,-0.0807726075504828,0.03556977730976375,4.0,20.0,False,0.12642558070532264,0.017152114783418597,0.13333333333333333,1.0,0.0,0.08884711302119565,0.21751566429768215,93
ZG16B,0.0326948148871274,0.0,0.0326948148871274,0.8086163522012578,0.0,0.0,,0.0,-0.2163406214039125,0.09999823654366595,0.0,0.0,False,0.007594493593888659,0.6736681924644653,0.0,0.0,0.0,0.24981389926480413,0.21686950078074638,94
DST,0.2001734686994397,0.0008278145695364,0.20000776218561567,0.1355208333333333,30.0,3.38439,,0.0,-0.1173246780887517,0.0009822932285051544,35.0,3.38439,False,0.04645867162394329,0.09008152869502895,1.0,0.1692195,0.0,0.0024344279591480508,0.21646670649364907,95
MT2A,-1.473477797458219,0.3948675496688741,0.8916492300844026,0.33168,0.0,5.24273,,0.0,0.1704035874439461,0.28674597230419263,0.0,5.24273,False,0.20711615555094862,0.2601552707329036,0.0,0.2621365,0.0,0.7163807428783006,0.2153209400290707,96
ZNF189,-0.0620351654886101,0.0,0.0620351654886101,0.1457122093023256,4.0,20.0,,0.0,-0.0265738690287883,0.08976851583145824,4.0,20.0,False,0.01440979765524116,0.0989176462062068,0.13333333333333333,1.0,0.0,0.22425616768479315,0.21521104154267404,97
FAM120A,-0.3302680035684194,0.0298013245033112,0.3204255796210162,0.0456914285714285,14.0,15.6337,,0.0,-0.1016447976344483,0.014697587225798253,14.0,15.6337,False,0.07442984522625248,0.012197719987514902,0.4666666666666667,0.781685,0.0,0.036700446786567587,0.21507604190345858,98
URB1,-1.4281199445384656,0.984271523178808,0.022462151445555332,0.0586857142857142,9.0,20.0,,0.0,-0.205414847161572,0.08907246230132544,9.0,20.0,False,0.005217606089747001,0.023464013753399918,0.3,1.0,0.0,0.22251716133369853,0.21473034401962898,99
U2AF1,-1.5975908430668329,0.9991721854304636,0.001322508976048665,0.0562971428571428,7.0,20.0,,0.0,0.0643522438611346,0.18069462872138115,7.0,20.0,False,0.0003071981285453393,0.021393076728712195,0.23333333333333334,1.0,0.0,0.45142416691288795,0.21408129080282168,100
